Título,Precio de venta,Editor,Fecha de lanzamiento,Idioma,Subtítulos,Año,País,Duración,Calificación,Link
El Caballero Oscuro: La leyenda renace (4K UHD + Blu-Ray),"19,95 €",Warner,7 de octubre de 2020,"Inglés, DTS HD Master Audio 5,1
Castellano, DTS HD Master Audio 5,1
Francés, DTS HD Master Audio 5,1
Castellano, DTS HD Master Audio 5,1
Portugués, DTS HD Master Audio 5,1","Castellano
Francés
Portugués
Alemán
Italiano",,EEUU,164 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A37243673-el-caballero-oscuro-la-leyenda-renace-4k-uhd--blu-ray/?parentCategoryId=999.54220013&color=default
Trilogía Tiburón (DVD),"17,99 €",UNIVERSAL,16 de octubre de 2009,",",,Thu May 12 00:00:00 CEST 2011,,,,https://www.elcorteingles.es/cine/A3848723-trilogia-tiburon-dvd/?parentCategoryId=999.54220013&color=default
007 James Bond contra Goldfinger (DVD),"9,95 €",Warner,30 de junio de 2011,",",,0,,,,https://www.elcorteingles.es/cine/A3849339-007-james-bond-contra-goldfinger-dvd/?parentCategoryId=999.54220013&color=default
Street Fighter: La última batalla (Blu-Ray),"12,99 €",SONY PICTURES HOME ENTERTAINMENT,21 de enero de 2009,",",,Wed Feb 04 00:00:00 CET 2009,EEUU,101 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A3865045-street-fighter-la-ultima-batalla-blu-ray/?parentCategoryId=999.54220013&color=default
Pack Misión Imposible: 1-6 (Blu-Ray),"39,99 €",DIVISA RED S. A.,4 de marzo de 2021,"Castellano
Inglés",Castellano,1996,EEUU,770 min,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A38745757-pack-mision-imposible-1-6-blu-ray/?parentCategoryId=999.54220013&color=default
007 Sin tiempo para morir (4K Ultra HD + Blu-Ray),"24,95 €",UNIVERSAL,21 de enero de 2022,"Inglés, Dolby Digital Plus
Castellano, Dolby Digital Plus
Francés, Dolby Digital Plus","Castellano
Francés",2021,EEUU,163 min,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A42126546-007-sin-tiempo-para-morir-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
El Furor Del Dragón Edición (4K Ultra HD + Blu-Ray),"24,99 €",SELECTA VISION,30 de agosto de 2023,"Cantonés, DTS-HD 5,1
Castellano, DTS-HD 5,1",Castellano,1972,Hong-Kong,100 min,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A48727202-el-furor-del-dragon-edicion-4k-ultra-hd--blu-ray/?parentCategoryId=999.54220013&color=default
97 minutos (Blu-Ray),"12,99 €",DIVISA RED S.A.,16 de octubre de 2023,"Castellano
Inglés",,2023,Reino Unido,93 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A49168618-97-minutos-blu-ray/?parentCategoryId=999.54220013&color=default
El fugitivo (Blu-Ray),"11,95 €",Warner,22 de noviembre de 2023,"Castellano, Dolby Digital 5,1
Inglés, Dolby Digital 5,1",Castellano,1993,EEUU,130 min,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A49638228-el-fugitivo-blu-ray/?parentCategoryId=999.54220013&color=default
Training Day (Blu-Ray),"11,95 €",Warner,29 de mayo de 2024,"Castellano, Dolby Digital 2
Inglés, Dolby Atmos",Castellano,2021,EEUU,122 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A51465990-training-day-blu-ray/?parentCategoryId=999.54220013&color=default
El gran azul (Blu-Ray),"9,99 €",DIVISA RED S. A.,19 de agosto de 2024,"Castellano, DTS HD Master Audio 5,1
Francés, DTS HD Master Audio 5,1",Castellano,1988,Francia,168 min,Para todos los públicos,https://www.elcorteingles.es/cine/A52306142-el-gran-azul-blu-ray/?parentCategoryId=999.54220013&color=default
El precio del poder (DVD),"6,99 €",UNIVERSAL,18 de junio de 2012,"Inglés, DTS, 5,1
Castellano, Mono","Castellano
Polaco
Portugués",1983,,164 min,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A6546629-el-precio-del-poder-dvd/?parentCategoryId=999.54220013&color=default
Robin Hood (DVD),N/A,UNIVERSAL,15 de julio de 2014,",",,,EEUU,,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A7602223-robin-hood-dvd/?parentCategoryId=999.54220013&color=default
La partícula de Dios (Blu-Ray),"4,99 €",DIVISA RED S. A.,9 de octubre de 2014,"Castellano
Inglés","Castellano
Catalán",2010,EEUU,101 min,,https://www.elcorteingles.es/cine/A16747412-la-particula-de-dios-blu-ray/?parentCategoryId=999.54220013&color=default
Juego sucio en Las Vegas (Blu-Ray),"4,99 €",DIVISA RED S. A.,26 de febrero de 2015,"Castellano
Inglés",Castellano,2014,EEUU,85 min,,https://www.elcorteingles.es/cine/A16747658-juego-sucio-en-las-vegas-blu-ray/?parentCategoryId=999.54220013&color=default
HOSTAGE,N/A,DVD STORE,9 de enero de 2024,"Inglés
Catalán","Español
Catalán",2005,EEUU,95,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_635-hostage/?parentCategoryId=999.54220013&color=default
DISPARO LETAL,"7,44 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Español,2015,EEUU,96,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_22664-disparo-letal/?parentCategoryId=999.54220013&color=default
El mal que hacen los hombres,"6,19 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés
Catalán","Español
Catalán",2015,España,94,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/MP_0000572_33462-el-mal-que-hacen-los-hombres/?parentCategoryId=999.54220013&color=default
LOS PRIMEROS GOLPES DE BUTCH CASSIDY Y SUNDANCE,N/A,DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Portugués",1969,EEUU,111,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_1282-los-primeros-golpes-de-butch-cassidy-y-sundance/?parentCategoryId=999.54220013&color=default
Redención - Robar a los muertos,"9,94 €",DVD STORE,9 de enero de 2024,"Catalán
Castellano","Español
Catalán",2015,España,105,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_39316-redencion-robar-a-los-muertos/?parentCategoryId=999.54220013&color=default
Rapa Nui,"19,90 €",DVD STORE,9 de enero de 2024,"Italiano
Alemán
Francés
Inglés
Castellano","Francés
Italiano
Portugués
Castellano
Inglés",1994,EEUU,107,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_119038-rapa-nui/?parentCategoryId=999.54220013&color=default
La última frontera,N/A,DVD STORE,9 de enero de 2024,Dato no disponible,,2020,España,77,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_32419-la-ultima-frontera/?parentCategoryId=999.54220013&color=default
Tiro Mortal BD 1989 Dead Bang,16 €,DVD STORE,9 de enero de 2024,",",,1989,EEUU,101,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_114526-tiro-mortal-bd-1989-dead-bang/?parentCategoryId=999.54220013&color=default
Los Contrabandistas de Moonfleet BD 1955 Moonfleet,"13,69 €",DVD STORE,9 de enero de 2024,Español,,1955,EEUU,86,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_53562-los-contrabandistas-de-moonfleet-bd-1955-moonfleet/?parentCategoryId=999.54220013&color=default
CRYING FREEMAN: LOS PARAÍSOS PERDIDOS BD,N/A,DVD STORE,,"Castellano
Castellano
Inglés","Castellano
Inglés",1995,Francia,102,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_113442-crying-freeman-los-paraisos-perdidos-bd/?parentCategoryId=999.54220013&color=default
Dobermann BD 1997,19 €,DVD STORE,9 de enero de 2024,"Castellano
Francés","Castellano
Inglés",1997,Francia,103,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A32182037-dobermann-bd-1997/?parentCategoryId=999.54220013&color=default
Nada que perder,"4,94 €",DVD STORE,9 de enero de 2024,Castellano,Español,1997,Brasil,108,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_12866-nada-que-perder/?parentCategoryId=999.54220013&color=default
Tres Padrinos The Three Godfathers,N/A,DVD STORE,9 de enero de 2024,"Inglés
Alemán
Castellano
Italiano
Francés","Francés
Alemán
Italiano
Portugués
Castellano
Inglés",1948,EEUU,106,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_115697-tres-padrinos-the-three-godfathers/?parentCategoryId=999.54220013&color=default
El Conde de Montecristo 3 DVDs,"16,19 €",DVD STORE,9 de enero de 2024,Castellano,,2002,España,425,Para todos los públicos,https://www.elcorteingles.es/cine/A36884295-el-conde-de-montecristo-3-dvds/?parentCategoryId=999.54220013&color=default
PERDITA DURANGO,"4,94 €",DVD STORE,9 de enero de 2024,"Inglés
Castellano","Español
Francés
Español",1997,España,122,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_13257-perdita-durango/?parentCategoryId=999.54220013&color=default
Full Contact Full contact,N/A,DVD STORE,,Castellano,Español,1992,Hong-Kong,104,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_4005-full-contact-full-contact/?parentCategoryId=999.54220013&color=default
El Último Patriota BLU-RAY 1998 The Patriot,"14,94 €",DVD STORE,9 de enero de 2024,"Castellano
Italiano
Alemán
Francés
Inglés
Castellano","Francés
Alemán
Italiano
Portugués
Castellano
Inglés",1998,EEUU,90,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_111503-el-ultimo-patriota-blu-ray-1998-the-patriot/?parentCategoryId=999.54220013&color=default
La Última Fortaleza The Last Castle,17 €,DVD STORE,9 de enero de 2024,"Italiano
Alemán
Francés
Portugués
Inglés
Castellano
Español","Francés
Alemán
Italiano
Portugués
Castellano
Inglés",2001,EEUU,132,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_115695-la-ultima-fortaleza-the-last-castle/?parentCategoryId=999.54220013&color=default
Una Llama en el Espacio Chain Lightning,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés
Alemán","Francés
Castellano
Inglés",1950,EEUU,94,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A40780049-una-llama-en-el-espacio-chain-lightning/?parentCategoryId=999.54220013&color=default
"12 Pasos Sin Cabeza, la Leyenda de un pirata 2009 12 meter ohne kopf","9,94 €",DVD STORE,9 de enero de 2024,"Alemán
Castellano","Español
Catalán",2009,Alemania,98,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0000572_6455-12-pasos-sin-cabeza-la-leyenda-de-un-pirata-2009-12-meter-ohne-kopf/?parentCategoryId=999.54220013&color=default
The Order con Funda Edición Limitada y 8 Postales,21 €,DVD STORE,9 de enero de 2024,"Alemán
Francés
Italiano
Inglés
Castellano","Francés
Alemán
Italiano
Portugués
Castellano
Inglés",2003,EEUU,89,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_115694-the-order-con-funda-edicion-limitada-y-8-postales/?parentCategoryId=999.54220013&color=default
Supergolpe en Manhattan BD 1971 The Anderson Tapes,N/A,DVD STORE,9 de enero de 2024,"Castellano
Francés
Alemán","Español
Francés
Alemán
Italiano
Inglés",1971,EEUU,99,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A38191958-supergolpe-en-manhattan-bd-1971-the-anderson-tapes/?parentCategoryId=999.54220013&color=default
LOS GLORIOSOS STOMPERS,"9,94 €",DVD STORE,9 de enero de 2024,Castellano,Español,1967,EEUU,85,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_17861-los-gloriosos-stompers/?parentCategoryId=999.54220013&color=default
ARTIC BLUE,"4,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Castellano,1993,EEUU,91,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_13358-artic-blue/?parentCategoryId=999.54220013&color=default
Extremadamente Peligrosa The Real McCoy,"18,18 €",DVD STORE,9 de enero de 2024,"Castellano
Francés
Castellano
Inglés
Alemán","Francés
Portugués
Castellano
Inglés",1993,EEUU,104,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_117760-extremadamente-peligrosa-the-real-mccoy/?parentCategoryId=999.54220013&color=default
Pack: Padres que viven al límite (DVD),"16,95 €",CAMEO MEDIA S.L.,2 de noviembre de 2016,Inglés,,,,101,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_cine8018-pack-padres-que-viven-al-limite-dvd/?parentCategoryId=999.54220013&color=default
Hostage,"4,94 €",DVD STORE,9 de enero de 2024,Castellano,"Catalán
Castellano
Inglés",2005,EEUU,113,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_5714-hostage/?parentCategoryId=999.54220013&color=default
REBELIÓN A BORDO,N/A,DVD STORE,9 de enero de 2024,"Español
Inglés
Alemán
Francés","Español
Francés
Alemán
Portugués
Inglés",1984,EEUU,185,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_7144-rebelion-a-bordo/?parentCategoryId=999.54220013&color=default
ROBO A MANO ARMADA,"10,90 €",DVD STORE,,"Castellano
Inglés",,2007,Australia,273,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_14627-robo-a-mano-armada/?parentCategoryId=999.54220013&color=default
LAS CRUZADAS,"12,75 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés
Alemán",,1935,EEUU,185,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_16222-las-cruzadas/?parentCategoryId=999.54220013&color=default
Juego de Supervivencia BD 1994 Surviving the Game,N/A,DVD STORE,9 de enero de 2024,",",,1994,EEUU,96,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_114523-juego-de-supervivencia-bd-1994-surviving-the-game/?parentCategoryId=999.54220013&color=default
LA DINASTÍA DEL PETRÓLEO (DVD),"7,44 €",,22 de marzo de 2018,"Inglés
Inglés","Español
Español",1957,,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008555_8436548865344-la-dinastia-del-petroleo-dvd/?parentCategoryId=999.54220013&color=default
Hombres de Acero BD 1994 Men of War,"13,69 €",DVD STORE,9 de enero de 2024,"Español
Inglés",,1994,España,103,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A35676039-hombres-de-acero-bd-1994-men-of-war/?parentCategoryId=999.54220013&color=default
Carmo. Hit the road,N/A,DVD STORE,9 de enero de 2024,"Español
Castellano
Catalán
Portugués",,2008,España,107,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_15738-carmo-hit-the-road/?parentCategoryId=999.54220013&color=default
Operación Soldados De Juguete Toy Soldiers,14 €,DVD STORE,9 de enero de 2024,"Castellano
Italiano
Inglés
Alemán
Francés
Portugués
Inglés
Castellano","Francés
Alemán
Portugués
Castellano
Inglés",1991,EEUU,112,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_115700-operacion-soldados-de-juguete-toy-soldiers/?parentCategoryId=999.54220013&color=default
NEW POLICE STORY,"4,94 €",DVD STORE,9 de enero de 2024,"Castellano
Catalán
Chino","Español
Catalán",2004,Hong-Kong,123,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0000572_3879-new-police-story/?parentCategoryId=999.54220013&color=default
Los Tres Mosqueteros DVD 1948 The Three Musketeers,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés","Portugués
Castellano
Inglés",1948,EEUU,120,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_42541-los-tres-mosqueteros-dvd-1948-the-three-musketeers/?parentCategoryId=999.54220013&color=default
Yakuza The Yakuza,"13,69 €",DVD STORE,9 de enero de 2024,"Castellano
Alemán","Español
Francés
Alemán
Italiano
Portugués
Inglés",1974,EEUU,113,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_85785-yakuza-the-yakuza/?parentCategoryId=999.54220013&color=default
Dark Angel: Ángel de la Muerte Con Funda Numerada y Limitada y 8 Postales Exclusivas Dark Angel,"22,44 €",DVD STORE,9 de enero de 2024,",",,1990,EEUU,91,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_115087-dark-angel-angel-de-la-muerte-con-funda-numerada-y-limitada-y-8-postales-exclusivas-dark-angel/?parentCategoryId=999.54220013&color=default
Defiance,"4,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Castellano,2008,EEUU,0,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_12662-defiance/?parentCategoryId=999.54220013&color=default
Hard Corps The Hard Corps,17 €,DVD STORE,9 de enero de 2024,"Francés
Italiano
Inglés
Alemán
Castellano
Portugués
Español","Francés
Alemán
Italiano
Portugués
Castellano
Inglés",2006,EEUU,110,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_115562-hard-corps-the-hard-corps/?parentCategoryId=999.54220013&color=default
LA VERDADERA HISTORIA DE CALAMITY JANE,"4,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés","Español
Francés
Inglés",1995,EEUU,85,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0000572_3240-la-verdadera-historia-de-calamity-jane/?parentCategoryId=999.54220013&color=default
El virginiano The Virginian,N/A,DVD STORE,9 de enero de 2024,"Inglés
Castellano",Castellano,1946,EEUU,98,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0000572_116029-el-virginiano-the-virginian/?parentCategoryId=999.54220013&color=default
El Último Héroe En China Wong Fei-Hung Chi Tit Gai Dau Neung Gung,"4,94 €",DVD STORE,9 de enero de 2024,"Castellano
Cantonés
Francés",Español,1993,Hong-Kong,100,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_4071-el-ultimo-heroe-en-china-wong-fei-hung-chi-tit-gai-dau-neung-gung/?parentCategoryId=999.54220013&color=default
Lionheart: El Luchador BD Uncut 1990,13 €,DVD STORE,9 de enero de 2024,Español,"Español
Francés
Inglés",1990,EEUU,105,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_49469-lionheart-el-luchador-bd-uncut-1990/?parentCategoryId=999.54220013&color=default
LARGO WINCH,N/A,DVD STORE,9 de enero de 2024,Español,Español,2008,Francia,103,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_13014-largo-winch/?parentCategoryId=999.54220013&color=default
